ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,Solicitação
2413,2020-12-14,1100002413,12345672413,Patrícia,SOLICITO : - TESTE RAPIDO DE DENGUE (NS1)                    - HMG COM PLAQUETAS  ,HMG
2415,2020-08-27,1100002415,12345672415,Camila,SOLICITO: RESSONÂNCIA MAGNÉTICA DE PELVE FEMININA (41101189) JUSTIFICATIVA: INVESTIGAÇÃO DE ENDOMETRIOSE ,RESSONÂNCIA MAGNÉTICA
2416,2020-01-25,1100002416,12345672416,Rodrigo,solicito rx panorâmico ,rx
2419,2020-06-08,1100002419,12345672419,Isabela,SOLICITO PARA PACIENTE ACIMA: HEMOGRAMA COAGULOGRAMA CREATININA UREIA GLICOSE SÓDIO POTÁSSIO JUSTIFICATIVA: TUMORAÇÃO NO DORSO DA MÃO DIREITA CID 10: R223 ,HEMOGRAMA
2421,2020-01-06,1100002421,12345672421,Maria,"Paciente com diagnóstico de Dengue (CID A90).  Solicito coleta de novo Hemograma (TUSS 40304361).  Atenciosamente,  ",Hemograma
2422,2020-02-05,1100002422,12345672422,José,"Por gentileza, solicito realização de : - RM de coluna lombo-sacra, sem contraste HD: - Radiculo L4 a E? - Espondilose lombar Grato ",RM
2425,2020-07-05,1100002425,12345672425,Mariana,"AO CONVENIO, SOLICITO OS SEGUINTES EXAMES PARA PACIENTE SUPRACITADA: - HEMOGRAMA - NS1 - TESTE RAPIDO COVID CID A90 ",HEMOGRAMA
2427,2020-11-07,1100002427,12345672427,Paula,"SOLICITO: RX TÓRAX 2 INCIDÊNCIAS (PA+PERFIL) - TUSS: 40805026 ELETROCARDIOGRAMA - TUSS 40101010 HEMOGRAMA (40304361), SÓDIO (40302423), POTASSIO (40302318), UREIA (40302580), CREATININA (40301630), COAGULOGRAMA (40304922) PRÉ-OPERATÓRIO K 46 GRATO. ",RX
2431,2020-12-20,1100002431,12345672431,Cristina,"   SOLICITO: 	HEMOGRAMA 	NS1 SUSPEITA: CID A90  SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA ",HEMOGRAMA
2432,2020-03-17,1100002432,12345672432,Rafael, OBSERVAÇÃO: PACIENTE EM CONSULTA AMBULATORIAL - FAVOR PRIORIZAR SOLICITO PARA PACIENTE ACIMA: ..........  RX PUNHO DIREITO ESQUERDO ..........  AP E PERFIL  (COM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO DE FRATURA CID 10: S525 ,RX
2434,2020-06-30,1100002434,12345672434,Vinícius, SOLICITO PARA PACIENTE ACIMA: .................................................  RX PUNHO ESQUERDO .................................................  AP + PERFIL + PERFIL COM FLEXÃO DO COTOVELO DE 23° (SEM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO PÓS OPERATÓRIO DE FRATURA RÁDIO DISTAL  CID 10: Z988 ,RX
2439,2020-11-23,1100002439,12345672439,Isabela,SOLICITAÇÃO DE EXAMES RADIOLÓGICOS      SOLICITO. PARA A PACIENTE ACIMA: 01- RX DO PÉ DIREITO EM 02 POSIÇÕES 02- RX DO PÉ ESQUERDO EM 02 POSIÇÕES 03- RX DA COLUNA DORSAL AP E PERFIL EM PÉ 04- RX DA COLUNA CERVICAL AP E PERFIAL EM PÉ CID: M542 / M549 / M209 ,RX
2441,2020-01-08,1100002441,12345672441,Maria,SOLICITO: - RM PELVE HD. ENDOMETRIOSE E RASTREIO PARA SANGUE OCULTO POSITIVO NAS FEZES ,RM
2448,2020-03-07,1100002448,12345672448,Lucas,"SOLICITO PARA COLETA DIA 31/03/2024 	HEMOGRAMA 	NS1 SUSPEITA: CID A90 SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA, MARCAR CONSULTA E PEDIR PARA TRANSCREVEREM ",HEMOGRAMA
2450,2020-10-10,1100002450,12345672450,Fernando,Solicito:  Hemograma completo HD: Acompanhamento de dengue Coletar segunda. Laudo com urgência.  ,Hemograma
2451,2020-05-28,1100002451,12345672451,Cristina," SOLICITO: - BLOQUEIO DE N PERIFÉRICO (OCCIPITAL DIREITO). TUSS: 31403026) JUSTIFICATIVA: PCTE COM INTENSA DOR NA REGIÃO CERVICAL E IRRADIAÇÃO PARA O MSD. Á RM DE COLUNA OBSERVA-SE HÉRINA C5-C6 COM OBLITERAÇÃO FORAMINAL. LISTA DE MATERIAIS - 1 SERINGA DE 5ML - 1 FRASCO XYLESTESIN 2% SEM V/C - 1 FRASCO DEPO MEDROL - 1 AGULHA PARA ASPIRAÇÃO - 1 AGULHA 13X4,5 ",RM
2452,2020-05-11,1100002452,12345672452,Rafael,Hemograma pcr vhs ur cr tgo tgp ggt falc Fator Reumatoide  Urina I  Acido urico  Calcio  Vitamina D  Pth  ,Hemograma
2455,2020-06-06,1100002455,12345672455,Camila,"AO LABORATORIO  SOLICITO HEMOGRAMA COMPLETO  CID A90 TUSS 40304361 GRATA, ",HEMOGRAMA
2456,2020-06-16,1100002456,12345672456,Rodrigo,SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 22/03   ,HEMOGRAMA
2458,2020-10-10,1100002458,12345672458,Gustavo,"SOLICITAÇÃO DE EXAMES RADIOLÓGICOS     SOLICITO, PARA A PACIENTE ACIMA: 01- RAIO X DO SACRO-COCCIX 02 POSIÇÕES 02- RAIO X DA COLUNA LOMBAR 02 POSIÇÕES 03- RX DA COLUNA CERVICAL 02 POSIÇÕES 04- RAIO X DO JOELHO DIREITO 02 POSIÇÕES 05- RAIO X DO JOELHO SQUERDO 02 POSIÇÕES CID: M545 / S800 ",RAIO X
2464,2020-10-28,1100002464,12345672464,Pedro,REALIZAR  TC DE ABDOME COM CONTRASTE ENDOVENOSO  HD: PO DE TRAUMA PELVICO ,TC
2466,2020-11-20,1100002466,12345672466,Carlos,SOLICITO ..........  HEMOGRAMA ,HEMOGRAMA
2468,2020-03-08,1100002468,12345672468,Lucas,SOLICITO - RX TORAX PA E PERFIL - ECG  ,RX
2470,2020-10-26,1100002470,12345672470,Fernando,SOLICITO RX DO PE ESQ AP + O  ,RX
2471,2020-03-05,1100002471,12345672471,Cristina,Solicitação exames: Realizar exame em 09/03 - Hemograma  HD: Dengue ,Hemograma
2474,2020-03-27,1100002474,12345672474,Vinícius,SOLICITO:  - HEMOGRAMA   - TESTE RÁPIDO DENGUE (IGG / IGM) ,HEMOGRAMA
2480,2020-02-10,1100002480,12345672480,João,Solicito:  - Hemograma - Ferro - Ferritina - Vitamina B12 - Vitamina D - Glicemia de jejum - TSH - T4 livre - Insulina de jejum HD: Anemia ferropriva - D50 ,Hemograma
2489,2020-08-09,1100002489,12345672489,Juliana,SOLICITO: HEMOGRAMA NS1 PCR ,HEMOGRAMA
2490,2020-01-01,1100002490,12345672490,Fernando,"SOLICITO: 	HEMOGRAMA 	NS1 	 SUSPEITA: CID A90  SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA, MARCAR CONSULTA E PEDIR PARA TRANSCREVEREM ",HEMOGRAMA
2491,2020-01-02,1100002491,12345672491,Cristina,"SOLICITO: - NA, K, CALCIO - B12 E VIT D - VDRL - HMG - TSH E T4L - GLIC JEJUM - TGP - FOLATO CID 10: F900 ",HMG
2493,2020-05-06,1100002493,12345672493,Patrícia,"SOLICITO: 	NS1 	HEMOGRAMA SUSPEITA: CID A90  SE PLANO NÃO AUTORIZAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA E AGENDAR CONSULTA ONLINE PARA SOLICITAREM O EXAME ",HEMOGRAMA
2496,2020-06-24,1100002496,12345672496,Rodrigo,SOLICITO: : EXAMES LABORATORIAIS: .................................................  HEMOGRAMA COAGULOGRAMA CREATININA URÉIA SÓDIO POTÁSSIO GLICEMIA ALEATÓRIA JUSTIFICATIVA: PRÉ OPERATÓRIO ,HEMOGRAMA
2499,2020-02-29,1100002499,12345672499,Isabela,solicito rx do pe esq ap + p com carga  rx do tornozelo esq ap + p com carga  ,rx
2500,2020-07-31,1100002500,12345672500,João, solicito 1 ) rx ombros d + e 2p 2 ) rx coluna lombar ap + p 3 ) rx joelhos d + e 2p ( com carga ) dor crônica ,rx
2502,2020-12-18,1100002502,12345672502,José,"Por gentileza, solicito realização de : - RM de coluna lombo-sacra, sem contraste OBS ao Palo de Saude: É necessária realização do exame! Grato ",RM
2505,2020-07-11,1100002505,12345672505,Mariana,SOLICITAÇÃO DE EXAME DE IMAGEM:  RESSONÂNCIA MAGNÉTICA DE OMBRO DIREITO INDICAÇÃO: SUSPEITA DE LESÃO DE MANGUITO ROTADOR ,RESSONÂNCIA MAGNÉTICA
2508,2020-07-30,1100002508,12345672508,Lucas,"PACIENTE REFERE TOSSE SECA E ROUQUIDÃO HA 3 DIAS E HA 1 DIA TORACICA EM PONTADA, COM PIORA DURANTE RESPIRAÇÃO E MOVIMENTAÇÃO. NEGA FEBRE AFERUDA E DEMAIS SINTOMAS SOLICITO RX TORAX ",RX
2510,2020-09-23,1100002510,12345672510,Fernando,SOLICITO RX DO PE ESQ AP + O  ,RX
2512,2020-09-06,1100002512,12345672512,Rafael,"SOLICITO: 	HEMOGRAMA SUSPEITA: CID A90  SE PLANO NÃO AUTORIZAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA E AGENDAR CONSULTA ONLINE PARA SOLICITAREM O EXAME ",HEMOGRAMA
2514,2020-08-21,1100002514,12345672514,Vinícius,SOLICITO PARA PACIENTE ACIMA:  ULTRASSONOGRAFIA DO PUNHO DIREITO CÓDIGO: 40901220 JUSTIFICATIVA: AVALIAR TENDÕES FLEXORES E NERVO MEDIANO DIREITO CID 10: M658 ,ULTRASSONOGRAFIA
2516,2020-01-23,1100002516,12345672516,Rodrigo,Solicito: 1. Hemograma Completo - controle da Dengue 		coletar dia 23/04/2024 ,Hemograma
2517,2020-06-04,1100002517,12345672517,Tatiana,SOLICITO HEMOGRAMA ,HEMOGRAMA
2519,2020-07-28,1100002519,12345672519,Isabela,SOLICITO HEMOGRAMA COMPLETO  CID A90 TUSS 40304361 ,HEMOGRAMA
2521,2020-12-30,1100002521,12345672521,Maria,"SOLICITO: 	HEMOGRAMA 	NS1 	 SUSPEITA: CID A90  SE O PLANO NÃO LIBERAR, LIGAR PARA O MESMO E PERGUNTAR SOBRE TELEMEDICINA ",HEMOGRAMA
2522,2020-12-15,1100002522,12345672522,José,Solicito:  RM de crânio e coluna cervical  HD: Esclerose múltipla CID: G35 (Sintomas sensitivos) ,RM
2526,2020-02-22,1100002526,12345672526,Carlos,"SOLICITO TC DE ABDOMEN TOTAL, HD: DIVERTICULITE ",TC
2527,2020-11-01,1100002527,12345672527,Paula,"PRE OP DE HERNIORRAFIA UMBILICAL (K42.9), NECESSITA DO SEGUINTE EXAME 1-RX DE TORAX- AP E PERFIL ",RX
2529,2020-03-11,1100002529,12345672529,Juliana, SOLICITO PARA O PACIENTE ACIMA: - USG DE ANTEPE ESQ - RADIOGRAFIA DE PE ESQ AP E OBQLI HD: METATARSALGIA - DOR NO II ARTELHO  	M77.4 / M65.8  ,USG
2532,2020-01-19,1100002532,12345672532,Rafael,Solicito: 1- Rx de punho para idade óssea ,Rx
2536,2020-06-20,1100002536,12345672536,Rodrigo,SOLICITO PARA PACIENTE ACIMA RX PE DIREITO AP + O  CID10: S92 ,RX
2537,2020-11-02,1100002537,12345672537,Tatiana,AO LABORATORIO  SOLICITO HEMOGRAMA COMPLETO  CID A90 TUSS 40304361 GRATA  ,HEMOGRAMA
2538,2020-09-26,1100002538,12345672538,Gustavo,"SOLICITO TC DE CRANIO, PACIENTE COM AP DE AVC TRANSITÓRIO HÁ 2 ANOS, COM QUEIXA DE CEFALEIA HEMICRANIANA INTENSA E PERDA VISUAL À DIREITA ",TC
2539,2020-06-30,1100002539,12345672539,Isabela,SOLICITO EXAMES:                                                               CID 10: D25.9 ELETROCARDIOGRAMA (ECG) ¿ 12 DERIVAÇÕES  RAIO-X TÓRAX PA + P DESDE JÁ GRATO PELA ATENÇÃO ,RAIO-X
2540,2020-03-31,1100002540,12345672540,João,"Relatório para ultrassom de mama e mamografia: Paciente com carcinoma ductal in situ, com tratamento interrompido por toxicidades. Está com dor abdominal atipica, refrataria a analgesia. Solicito USG de abdome CID: r10? ",USG
